StockCode,Total_Quantity,lag_7,lag_14,lag_28,rolling_mean_7,rolling_mean_14,rolling_mean_28,Year,Month,Week,Day_of_week
21907,6,24.0,16.0,13.0,14.571428571428571,12.714285714285714,10.964285714285714,2011,5,17,6
21908,6,2.0,13.0,8.0,7.428571428571429,9.285714285714286,13.571428571428571,2011,5,17,6
21912,5,4.0,1.0,8.0,3.2857142857142856,6.714285714285714,6.25,2011,5,17,6
21913,4,3.0,2.0,3.0,3.0,3.0,3.0,2011,5,17,6
21916,9,1.0,70.0,6.0,3.5714285714285716,14.642857142857142,37.714285714285715,2011,5,17,6
21928,31,25.0,33.0,13.0,63.57142857142857,39.857142857142854,45.82142857142857,2011,5,17,6
21929,20,1.0,21.0,140.0,18.857142857142858,19.928571428571427,49.392857142857146,2011,5,17,6
21931,30,29.0,108.0,10.0,24.0,32.714285714285715,48.642857142857146,2011,5,17,6
21932,3,1.0,6.0,5.0,14.285714285714286,9.571428571428571,8.035714285714286,2011,5,17,6
21936,5,12.0,16.0,58.0,35.57142857142857,25.428571428571427,26.428571428571427,2011,5,17,6
21981,12,24.0,36.0,482.0,33.285714285714285,30.0,57.785714285714285,2011,5,17,6
21982,24,60.0,24.0,12.0,32.857142857142854,63.642857142857146,44.5,2011,5,17,6
21985,24,11.0,36.0,25.0,48.0,34.07142857142857,30.107142857142858,2011,5,17,6
21986,12,24.0,24.0,1296.0,28.0,26.928571428571427,70.75,2011,5,17,6
21991,3,1.0,3.0,2.0,1.5714285714285714,1.7142857142857142,2.0357142857142856,2011,5,17,6
21993,3,3.0,2.0,1.0,3.7142857142857144,3.357142857142857,3.0357142857142856,2011,5,17,6
22029,12,24.0,24.0,12.0,24.428571428571427,35.5,39.464285714285715,2011,5,17,6
22045,25,25.0,25.0,50.0,28.857142857142858,35.857142857142854,45.607142857142854,2011,5,17,6
22061,1,2.0,2.0,1.0,2.2857142857142856,2.5,2.3214285714285716,2011,5,17,6
22066,6,2.0,2.0,24.0,35.42857142857143,36.714285714285715,21.607142857142858,2011,5,17,6
22077,10,18.0,2.0,12.0,43.857142857142854,28.571428571428573,26.071428571428573,2011,5,17,6
22079,5,22.0,3.0,1.0,10.285714285714286,7.785714285714286,8.285714285714286,2011,5,17,6
22087,36,70.0,34.0,40.0,73.57142857142857,71.0,56.42857142857143,2011,5,17,6
22128,6,3.0,24.0,24.0,18.428571428571427,24.642857142857142,25.392857142857142,2011,5,17,6
22131,6,3.0,8.0,2.0,3.5714285714285716,13.357142857142858,16.321428571428573,2011,5,17,6
22132,8,11.0,3.0,7.0,6.428571428571429,10.5,8.107142857142858,2011,5,17,6
22133,8,12.0,3.0,10.0,6.285714285714286,10.785714285714286,8.392857142857142,2011,5,17,6
22134,7,5.0,1.0,16.0,3.857142857142857,3.5714285714285716,4.928571428571429,2011,5,17,6
22135,12,1.0,2.0,4.0,5.142857142857143,3.5714285714285716,3.7857142857142856,2011,5,17,6
22138,3,16.0,3.0,3.0,12.428571428571429,12.0,10.75,2011,5,17,6
22139,27,9.0,30.0,15.0,14.571428571428571,13.857142857142858,13.392857142857142,2011,5,17,6
22147,3,24.0,12.0,13.0,22.285714285714285,18.142857142857142,16.392857142857142,2011,5,17,6
22149,3,253.0,18.0,12.0,49.142857142857146,32.714285714285715,23.964285714285715,2011,5,17,6
22180,1,5.0,1.0,1.0,3.5714285714285716,3.2857142857142856,2.607142857142857,2011,5,17,6
22192,1,1.0,6.0,4.0,3.7142857142857144,4.285714285714286,3.5357142857142856,2011,5,17,6
22197,200,3.0,16.0,19.0,49.285714285714285,83.28571428571429,102.96428571428571,2011,5,17,6
22212,6,9.0,11.0,2.0,11.142857142857142,9.5,13.857142857142858,2011,5,17,6
22294,24,28.0,48.0,6.0,43.857142857142854,34.785714285714285,31.428571428571427,2011,5,17,6
22315,6,2.0,12.0,12.0,16.714285714285715,11.285714285714286,8.821428571428571,2011,5,17,6
22328,1,8.0,6.0,15.0,15.857142857142858,15.642857142857142,24.285714285714285,2011,5,17,6
22341,4,2.0,2.0,1.0,6.428571428571429,7.0,8.857142857142858,2011,5,17,6
22342,12,12.0,2.0,2.0,4.142857142857143,4.214285714285714,5.642857142857143,2011,5,17,6
22343,12,18.0,14.0,17.0,24.857142857142858,22.428571428571427,27.964285714285715,2011,5,17,6
22344,6,4.0,26.0,24.0,10.285714285714286,18.5,25.035714285714285,2011,5,17,6
22345,6,3.0,26.0,25.0,10.142857142857142,19.285714285714285,27.035714285714285,2011,5,17,6
22346,6,24.0,2.0,49.0,20.0,16.428571428571427,25.035714285714285,2011,5,17,6
22352,67,13.0,124.0,1.0,10.428571428571429,20.5,15.642857142857142,2011,5,17,6
22366,4,1.0,12.0,10.0,3.2857142857142856,3.9285714285714284,4.392857142857143,2011,5,17,6
22371,14,12.0,3.0,5.0,3.2857142857142856,2.7857142857142856,4.0,2011,5,17,6
22377,10,2.0,5.0,91.0,3.142857142857143,3.642857142857143,7.714285714285714,2011,5,17,6
22383,10,26.0,4.0,27.0,38.42857142857143,34.714285714285715,46.142857142857146,2011,5,17,6
22385,2,1.0,57.0,6.0,8.857142857142858,29.928571428571427,52.285714285714285,2011,5,17,6
22386,110,28.0,24.0,140.0,46.714285714285715,36.42857142857143,65.42857142857143,2011,5,17,6
22411,53,21.0,16.0,51.0,49.142857142857146,37.214285714285715,42.785714285714285,2011,5,17,6
22413,6,15.0,6.0,12.0,10.857142857142858,8.928571428571429,7.75,2011,5,17,6
22423,5,28.0,29.0,28.0,72.28571428571429,64.35714285714286,58.285714285714285,2011,5,17,6
22431,11,21.0,5.0,1.0,14.714285714285714,14.714285714285714,11.535714285714286,2011,5,17,6
22432,9,26.0,18.0,12.0,19.0,17.428571428571427,17.464285714285715,2011,5,17,6
22433,10,30.0,4.0,7.0,10.714285714285714,13.0,13.285714285714286,2011,5,17,6
22435,3,12.0,100.0,13.0,3.7142857142857144,12.142857142857142,14.0,2011,5,17,6
22436,110,20.0,10.0,10.0,18.714285714285715,16.785714285714285,17.678571428571427,2011,5,17,6
22437,5,1.0,1.0,20.0,12.142857142857142,15.142857142857142,24.214285714285715,2011,5,17,6
22456,9,3.0,29.0,1.0,5.428571428571429,7.428571428571429,7.428571428571429,2011,5,17,6
22457,12,44.0,5.0,13.0,34.0,37.214285714285715,30.892857142857142,2011,5,17,6
22464,12,18.0,6.0,12.0,16.142857142857142,19.571428571428573,17.428571428571427,2011,5,17,6
22472,1,1.0,1.0,3.0,4.0,3.9285714285714284,3.8214285714285716,2011,5,17,6
22474,1,1.0,3.0,1.0,1.5714285714285714,2.2857142857142856,2.75,2011,5,17,6
22477,10,50.0,10.0,2.0,65.85714285714286,35.785714285714285,34.214285714285715,2011,5,17,6
22480,1,3.0,108.0,2.0,5.857142857142857,12.428571428571429,11.035714285714286,2011,5,17,6
22481,1,4.0,1.0,4.0,4.428571428571429,5.428571428571429,8.928571428571429,2011,5,17,6
22482,1,3.0,4.0,9.0,4.714285714285714,12.857142857142858,10.964285714285714,2011,5,17,6
22485,1,2.0,1.0,1.0,2.7142857142857144,2.2142857142857144,2.5,2011,5,17,6
22487,1,1.0,1.0,5.0,3.5714285714285716,3.0,4.428571428571429,2011,5,17,6
22488,7,12.0,51.0,1.0,15.571428571428571,19.285714285714285,15.785714285714286,2011,5,17,6
22492,36,584.0,36.0,36.0,134.85714285714286,108.57142857142857,106.82142857142857,2011,5,17,6
22493,12,12.0,24.0,6.0,13.714285714285714,14.142857142857142,11.607142857142858,2011,5,17,6
22501,2,50.0,9.0,2.0,18.714285714285715,13.5,8.928571428571429,2011,5,17,6
22502,5,21.0,5.0,7.0,13.714285714285714,14.357142857142858,12.464285714285714,2011,5,17,6
22505,1,2.0,1.0,4.0,4.142857142857143,8.071428571428571,8.535714285714286,2011,5,17,6
22507,6,10.0,10.0,8.0,21.285714285714285,12.785714285714286,19.357142857142858,2011,5,17,6
22508,4,12.0,1.0,4.0,4.714285714285714,4.357142857142857,3.8214285714285716,2011,5,17,6
22518,6,2.0,6.0,18.0,4.0,6.5,7.928571428571429,2011,5,17,6
22519,6,4.0,3.0,1.0,8.857142857142858,6.642857142857143,8.071428571428571,2011,5,17,6
22520,6,14.0,2.0,3.0,15.0,12.0,10.75,2011,5,17,6
22521,3,14.0,2.0,24.0,18.857142857142858,14.0,10.607142857142858,2011,5,17,6
22548,6,12.0,3.0,1.0,6.857142857142857,12.0,9.035714285714286,2011,5,17,6
22549,2,12.0,14.0,12.0,16.428571428571427,16.571428571428573,11.214285714285714,2011,5,17,6
22551,14,2.0,26.0,2.0,12.0,16.0,18.428571428571427,2011,5,17,6
22554,39,2.0,24.0,16.0,9.714285714285714,13.0,24.071428571428573,2011,5,17,6
22555,15,25.0,12.0,96.0,13.142857142857142,21.714285714285715,27.857142857142858,2011,5,17,6
22556,12,1.0,1.0,27.0,14.285714285714286,20.214285714285715,25.892857142857142,2011,5,17,6
22557,27,2.0,27.0,12.0,9.285714285714286,13.071428571428571,17.892857142857142,2011,5,17,6
22558,12,35.0,6.0,39.0,20.142857142857142,22.285714285714285,36.17857142857143,2011,5,17,6
22559,5,12.0,12.0,1.0,6.285714285714286,10.357142857142858,9.892857142857142,2011,5,17,6
22560,55,48.0,6.0,24.0,39.285714285714285,29.5,25.535714285714285,2011,5,17,6
22561,3,12.0,4.0,24.0,56.285714285714285,39.714285714285715,31.428571428571427,2011,5,17,6
22570,2,9.0,20.0,1.0,9.285714285714286,9.714285714285714,9.107142857142858,2011,5,17,6
22606,1,10.0,1.0,1.0,5.142857142857143,3.357142857142857,3.107142857142857,2011,5,17,6
22617,3,9.0,3.0,1.0,4.857142857142857,3.9285714285714284,5.571428571428571,2011,5,17,6
22619,4,5.0,1.0,4.0,9.0,8.357142857142858,9.035714285714286,2011,5,17,6
22626,1,3.0,10.0,6.0,4.142857142857143,4.642857142857143,5.428571428571429,2011,5,17,6
22629,27,7.0,48.0,14.0,19.714285714285715,26.5,54.107142857142854,2011,5,17,6
22630,3,31.0,49.0,16.0,18.0,22.285714285714285,47.92857142857143,2011,5,17,6
22631,25,12.0,13.0,4.0,9.857142857142858,11.357142857142858,14.5,2011,5,17,6
22652,20,30.0,30.0,4.0,15.857142857142858,18.571428571428573,15.107142857142858,2011,5,17,6
22659,24,14.0,12.0,78.0,23.571428571428573,20.428571428571427,56.67857142857143,2011,5,17,6
22663,3,20.0,10.0,10.0,7.142857142857143,7.214285714285714,17.5,2011,5,17,6
22665,24,16.0,1.0,15.0,8.0,11.214285714285714,10.214285714285714,2011,5,17,6
22690,4,6.0,4.0,1.0,4.285714285714286,4.357142857142857,4.642857142857143,2011,5,17,6
22692,2,4.0,14.0,13.0,3.5714285714285716,5.285714285714286,5.785714285714286,2011,5,17,6
22693,24,96.0,24.0,24.0,43.142857142857146,122.92857142857143,115.46428571428571,2011,5,17,6
22697,8,6.0,13.0,36.0,25.857142857142858,29.5,24.25,2011,5,17,6
22698,8,31.0,8.0,4.0,27.285714285714285,28.857142857142858,21.357142857142858,2011,5,17,6
22699,4,40.0,21.0,38.0,31.0,35.285714285714285,28.428571428571427,2011,5,17,6
22712,24,24.0,12.0,13.0,17.0,18.928571428571427,19.678571428571427,2011,5,17,6
22721,3,7.0,1.0,1.0,7.285714285714286,5.071428571428571,4.285714285714286,2011,5,17,6
22722,3,15.0,16.0,11.0,21.714285714285715,19.5,19.857142857142858,2011,5,17,6
22723,3,8.0,2.0,4.0,3.5714285714285716,4.214285714285714,3.857142857142857,2011,5,17,6
22725,1,12.0,4.0,4.0,11.0,9.571428571428571,7.642857142857143,2011,5,17,6
22727,1,19.0,25.0,31.0,17.0,16.785714285714285,33.67857142857143,2011,5,17,6
22728,1,2.0,2.0,13.0,7.0,7.857142857142857,26.214285714285715,2011,5,17,6
22729,10,2.0,13.0,13.0,11.857142857142858,11.071428571428571,19.964285714285715,2011,5,17,6
22730,1,1.0,13.0,6.0,5.714285714285714,5.214285714285714,4.857142857142857,2011,5,17,6
22745,6,12.0,6.0,12.0,15.571428571428571,11.5,13.035714285714286,2011,5,17,6
22746,6,7.0,7.0,17.0,5.857142857142857,8.357142857142858,9.642857142857142,2011,5,17,6
22747,6,1.0,1.0,8.0,3.7142857142857144,5.0,7.214285714285714,2011,5,17,6
22748,6,6.0,51.0,12.0,6.0,10.0,11.285714285714286,2011,5,17,6
22750,4,4.0,4.0,1.0,4.714285714285714,8.142857142857142,11.321428571428571,2011,5,17,6
22751,5,7.0,8.0,1.0,4.714285714285714,4.428571428571429,9.428571428571429,2011,5,17,6
22752,2,6.0,1.0,6.0,2.2857142857142856,3.0714285714285716,4.392857142857143,2011,5,17,6
22771,2,6.0,56.0,24.0,22.0,21.571428571428573,33.42857142857143,2011,5,17,6
22776,2,3.0,14.0,1.0,3.857142857142857,4.928571428571429,7.178571428571429,2011,5,17,6
22781,2,1.0,2.0,8.0,6.571428571428571,5.285714285714286,4.892857142857143,2011,5,17,6
22789,12,8.0,36.0,9.0,11.142857142857142,11.571428571428571,9.571428571428571,2011,5,17,6
22792,12,1.0,38.0,27.0,5.571428571428571,22.642857142857142,15.214285714285714,2011,5,17,6
22798,8,10.0,1.0,2.0,10.285714285714286,7.428571428571429,7.071428571428571,2011,5,17,6
22800,4,4.0,4.0,1.0,4.714285714285714,13.285714285714286,9.714285714285714,2011,5,17,6
22813,1,24.0,12.0,24.0,33.714285714285715,20.428571428571427,20.607142857142858,2011,5,17,6
22822,2,4.0,2.0,7.0,5.571428571428571,4.714285714285714,4.142857142857143,2011,5,17,6
22854,10,4.0,6.0,12.0,5.0,6.214285714285714,7.964285714285714,2011,5,17,6
22890,2,4.0,1.0,1.0,2.142857142857143,3.7857142857142856,3.7857142857142856,2011,5,17,6
22896,1,4.0,1.0,8.0,6.285714285714286,12.571428571428571,9.464285714285714,2011,5,17,6
22904,3,12.0,6.0,5.0,10.142857142857142,7.714285714285714,6.821428571428571,2011,5,17,6
22908,12,12.0,3.0,96.0,30.142857142857142,20.785714285714285,25.107142857142858,2011,5,17,6
22926,1,8.0,12.0,2.0,8.142857142857142,6.928571428571429,7.392857142857143,2011,5,17,6
22966,12,21.0,13.0,24.0,17.142857142857142,14.0,20.785714285714285,2011,5,17,6
22968,1,4.0,3.0,27.0,4.142857142857143,5.214285714285714,5.25,2011,5,17,6
22969,36,28.0,12.0,12.0,52.857142857142854,50.42857142857143,44.107142857142854,2011,5,17,6
22972,12,7.0,13.0,24.0,10.285714285714286,12.285714285714286,11.857142857142858,2011,5,17,6
22974,12,6.0,1.0,1.0,10.714285714285714,14.857142857142858,11.178571428571429,2011,5,17,6
22990,1,3.0,4.0,2.0,3.2857142857142856,3.0714285714285716,4.178571428571429,2011,5,17,6
22991,3,1.0,19.0,6.0,11.428571428571429,16.285714285714285,17.035714285714285,2011,5,17,6
22993,3,43.0,18.0,26.0,40.285714285714285,63.92857142857143,61.82142857142857,2011,5,17,6
22995,4,24.0,54.0,25.0,43.0,31.071428571428573,24.107142857142858,2011,5,17,6
22998,48,28.0,24.0,3.0,109.14285714285714,105.21428571428571,69.46428571428571,2011,5,17,6
22999,3,24.0,5.0,2.0,77.71428571428571,47.07142857142857,30.535714285714285,2011,5,17,6
23004,3,4.0,2.0,5.0,10.285714285714286,16.214285714285715,14.107142857142858,2011,5,17,6
23006,3,1.0,3.0,1.0,12.0,12.357142857142858,14.714285714285714,2011,5,17,6
23176,1,8.0,14.0,24.0,6.428571428571429,11.357142857142858,10.964285714285714,2011,5,17,6
23177,1,25.0,50.0,9.0,10.142857142857142,13.5,11.5,2011,5,17,6
23194,1,3.0,30.0,1.0,6.142857142857143,8.785714285714286,10.25,2011,5,17,6
35961,12,2.0,36.0,13.0,5.571428571428571,8.214285714285714,9.142857142857142,2011,5,17,6
37340,54,84.0,12.0,6.0,35.42857142857143,23.785714285714285,13.142857142857142,2011,5,17,6
47566,19,91.0,31.0,17.0,129.28571428571428,105.57142857142857,84.57142857142857,2011,5,17,6
47590A,5,3.0,53.0,3.0,9.142857142857142,9.857142857142858,7.607142857142857,2011,5,17,6
47590B,3,7.0,3.0,53.0,8.714285714285714,6.785714285714286,7.571428571428571,2011,5,17,6
48187,1,3.0,4.0,12.0,10.714285714285714,10.285714285714286,9.035714285714286,2011,5,17,6
71459,12,40.0,204.0,140.0,69.0,78.21428571428571,80.39285714285714,2011,5,17,6
72741,9,18.0,72.0,9.0,26.571428571428573,28.857142857142858,20.464285714285715,2011,5,17,6
72760B,4,2.0,2.0,1.0,3.0,4.142857142857143,4.285714285714286,2011,5,17,6
82482,24,29.0,32.0,42.0,13.571428571428571,24.857142857142858,26.0,2011,5,17,6
82484,6,7.0,2.0,1.0,22.0,14.642857142857142,22.142857142857142,2011,5,17,6
82486,2,2.0,4.0,4.0,8.0,7.714285714285714,6.535714285714286,2011,5,17,6
82582,6,1.0,73.0,2.0,8.142857142857142,33.0,23.892857142857142,2011,5,17,6
82583,4,1.0,13.0,4.0,24.571428571428573,27.642857142857142,28.964285714285715,2011,5,17,6
84378,3,23.0,13.0,13.0,16.142857142857142,13.928571428571429,21.535714285714285,2011,5,17,6
84406B,3,12.0,4.0,1.0,4.285714285714286,10.928571428571429,10.0,2011,5,17,6
84510A,6,10.0,7.0,1.0,4.428571428571429,6.642857142857143,6.107142857142857,2011,5,17,6
84692,7,8.0,60.0,8.0,76.42857142857143,51.857142857142854,36.642857142857146,2011,5,17,6
84828,48,1.0,51.0,12.0,17.0,15.714285714285714,11.035714285714286,2011,5,17,6
84879,1,60.0,37.0,56.0,125.0,123.35714285714286,114.71428571428571,2011,5,17,6
84946,12,144.0,13.0,72.0,58.285714285714285,54.07142857142857,51.57142857142857,2011,5,17,6
84970L,12,37.0,24.0,28.0,54.42857142857143,51.214285714285715,37.357142857142854,2011,5,17,6
84970S,12,36.0,58.0,12.0,82.14285714285714,73.5,54.535714285714285,2011,5,17,6
84991,24,57.0,73.0,57.0,200.57142857142858,141.21428571428572,106.89285714285714,2011,5,17,6
84997A,2,7.0,7.0,4.0,24.142857142857142,15.357142857142858,10.392857142857142,2011,5,17,6
84997B,2,40.0,13.0,12.0,52.57142857142857,30.214285714285715,23.535714285714285,2011,5,17,6
84997C,2,3.0,4.0,72.0,10.0,12.357142857142858,14.0,2011,5,17,6
84997D,2,8.0,3.0,6.0,16.571428571428573,13.428571428571429,9.5,2011,5,17,6
85040A,2,6.0,2.0,12.0,8.428571428571429,5.071428571428571,6.25,2011,5,17,6
85049A,3,1.0,10.0,45.0,2.2857142857142856,2.4285714285714284,9.5,2011,5,17,6
85049C,6,1.0,2.0,1.0,6.714285714285714,7.428571428571429,7.214285714285714,2011,5,17,6
85049D,7,12.0,2.0,2.0,8.428571428571429,11.5,8.035714285714286,2011,5,17,6
85049E,3,2.0,3.0,15.0,4.857142857142857,4.214285714285714,5.928571428571429,2011,5,17,6
85099B,95,169.0,34.0,337.0,119.85714285714286,106.35714285714286,168.07142857142858,2011,5,17,6
85123A,12,2102.0,74.0,52.0,397.85714285714283,238.07142857142858,156.25,2011,5,17,6
85132A,1,3.0,1.0,3.0,16.857142857142858,16.857142857142858,9.142857142857142,2011,5,17,6
85132C,1,16.0,12.0,2.0,17.571428571428573,14.214285714285714,8.178571428571429,2011,5,17,6
85144,1,12.0,12.0,2.0,11.428571428571429,8.857142857142858,5.392857142857143,2011,5,17,6
85152,6,38.0,5.0,60.0,22.571428571428573,27.928571428571427,31.714285714285715,2011,5,17,6
85170C,1,1.0,2.0,2.0,3.7142857142857144,4.428571428571429,4.714285714285714,2011,5,17,6
POST,8,2.0,6.0,8.0,9.285714285714286,7.928571428571429,9.928571428571429,2011,5,17,6
10125,1,5.0,5.0,7.0,18.285714285714285,14.357142857142858,14.857142857142858,2011,5,18,1
15036,221,78.0,12.0,48.0,131.42857142857142,130.78571428571428,166.42857142857142,2011,5,18,1
15056BL,1,4.0,15.0,2.0,11.571428571428571,7.642857142857143,8.857142857142858,2011,5,18,1
15056N,73,4.0,1.0,4.0,11.0,7.857142857142857,16.678571428571427,2011,5,18,1
15056P,1,3.0,1.0,3.0,4.285714285714286,7.428571428571429,5.785714285714286,2011,5,18,1
16161U,25,25.0,25.0,50.0,39.285714285714285,33.92857142857143,33.92857142857143,2011,5,18,1
16237,30,30.0,31.0,2.0,17.857142857142858,33.5,29.0,2011,5,18,1
17003,6,36.0,12.0,72.0,50.0,93.85714285714286,152.42857142857142,2011,5,18,1
20619,1,1.0,1.0,6.0,2.857142857142857,2.2857142857142856,2.9285714285714284,2011,5,18,1
20675,8,5.0,12.0,12.0,13.571428571428571,12.642857142857142,9.821428571428571,2011,5,18,1
20676,12,12.0,7.0,20.0,16.857142857142858,15.785714285714286,18.142857142857142,2011,5,18,1
20677,4,4.0,2.0,6.0,14.571428571428571,12.357142857142858,13.571428571428571,2011,5,18,1
20685,2,1.0,18.0,9.0,3.2857142857142856,5.642857142857143,6.678571428571429,2011,5,18,1
20707,3,2.0,6.0,7.0,8.714285714285714,6.214285714285714,5.357142857142857,2011,5,18,1
20711,21,10.0,12.0,23.0,8.571428571428571,15.785714285714286,44.642857142857146,2011,5,18,1
20712,28,19.0,6.0,1.0,20.0,18.857142857142858,43.92857142857143,2011,5,18,1
20716,1,12.0,4.0,2.0,20.142857142857142,13.642857142857142,10.964285714285714,2011,5,18,1
20717,1,18.0,5.0,10.0,11.285714285714286,9.071428571428571,12.607142857142858,2011,5,18,1
20718,20,11.0,7.0,1.0,13.857142857142858,13.785714285714286,19.321428571428573,2011,5,18,1
20719,68,16.0,2.0,13.0,30.142857142857142,26.785714285714285,51.75,2011,5,18,1
20723,52,24.0,47.0,64.0,36.57142857142857,38.57142857142857,44.32142857142857,2011,5,18,1
20724,88,41.0,13.0,148.0,59.857142857142854,50.142857142857146,60.607142857142854,2011,5,18,1
20725,75,36.0,94.0,35.0,55.57142857142857,59.785714285714285,68.25,2011,5,18,1
20726,35,38.0,12.0,28.0,45.0,32.5,42.892857142857146,2011,5,18,1
20727,57,1.0,24.0,15.0,30.428571428571427,27.0,34.892857142857146,2011,5,18,1
20728,38,42.0,58.0,38.0,31.714285714285715,31.285714285714285,44.75,2011,5,18,1
20735,10,21.0,2.0,1.0,4.428571428571429,12.214285714285714,7.964285714285714,2011,5,18,1
20749,2,4.0,3.0,2.0,8.142857142857142,5.928571428571429,6.25,2011,5,18,1
20751,13,12.0,4.0,13.0,6.714285714285714,7.214285714285714,6.785714285714286,2011,5,18,1
20754,7,6.0,10.0,1.0,9.857142857142858,14.214285714285714,10.107142857142858,2011,5,18,1
20801,16,50.0,4.0,6.0,19.857142857142858,19.571428571428573,17.678571428571427,2011,5,18,1
20886,1,2.0,12.0,1.0,3.5714285714285716,6.0,4.928571428571429,2011,5,18,1
20963,1,20.0,10.0,11.0,9.0,7.071428571428571,5.642857142857143,2011,5,18,1
20970,4,8.0,2.0,3.0,5.285714285714286,4.642857142857143,4.821428571428571,2011,5,18,1
20972,12,26.0,1.0,1.0,22.571428571428573,18.785714285714285,20.964285714285715,2011,5,18,1
20974,1,4.0,8.0,24.0,22.857142857142858,22.428571428571427,27.214285714285715,2011,5,18,1
20975,10,83.0,48.0,29.0,31.714285714285715,28.428571428571427,22.25,2011,5,18,1
20992,1,12.0,12.0,1.0,10.571428571428571,8.071428571428571,7.142857142857143,2011,5,18,1
21033,2,3.0,21.0,3.0,6.571428571428571,12.0,11.107142857142858,2011,5,18,1
21034,7,2.0,9.0,1.0,3.0,4.571428571428571,4.285714285714286,2011,5,18,1
21041,3,8.0,1.0,1.0,3.5714285714285716,4.928571428571429,6.428571428571429,2011,5,18,1
21042,3,3.0,3.0,10.0,3.4285714285714284,3.0714285714285716,4.357142857142857,2011,5,18,1
21043,5,12.0,60.0,2.0,6.571428571428571,12.285714285714286,10.107142857142858,2011,5,18,1
21068,12,12.0,5.0,5.0,6.285714285714286,5.142857142857143,3.857142857142857,2011,5,18,1
21078,6,103.0,7.0,12.0,21.857142857142858,15.214285714285714,24.178571428571427,2011,5,18,1
21080,50,28.0,39.0,48.0,43.857142857142854,57.0,57.892857142857146,2011,5,18,1
21086,27,24.0,2.0,30.0,23.285714285714285,31.357142857142858,40.785714285714285,2011,5,18,1
21090,16,48.0,11.0,2.0,43.857142857142854,27.571428571428573,17.142857142857142,2011,5,18,1
21094,27,48.0,30.0,66.0,15.285714285714286,15.5,32.285714285714285,2011,5,18,1
21110,1,34.0,3.0,45.0,6.428571428571429,6.285714285714286,13.107142857142858,2011,5,18,1
21114,10,5.0,10.0,20.0,11.428571428571429,10.714285714285714,10.535714285714286,2011,5,18,1
21115,2,2.0,2.0,3.0,1.5714285714285714,1.7857142857142858,2.392857142857143,2011,5,18,1
21116,3,3.0,3.0,1.0,3.857142857142857,3.2857142857142856,4.035714285714286,2011,5,18,1
21121,2,1.0,25.0,49.0,8.857142857142858,15.5,18.607142857142858,2011,5,18,1
21122,1,2.0,24.0,27.0,18.857142857142858,21.928571428571427,20.785714285714285,2011,5,18,1
21126,1,4.0,1.0,12.0,8.0,5.642857142857143,7.642857142857143,2011,5,18,1
21135,1,8.0,8.0,8.0,21.571428571428573,16.928571428571427,13.071428571428571,2011,5,18,1
21137,313,60.0,8.0,4.0,33.142857142857146,20.928571428571427,21.75,2011,5,18,1
21154,22,5.0,2.0,13.0,5.0,23.285714285714285,17.25,2011,5,18,1
21155,38,25.0,7.0,22.0,14.714285714285714,13.928571428571429,15.964285714285714,2011,5,18,1
21156,9,16.0,2.0,14.0,10.142857142857142,7.571428571428571,12.571428571428571,2011,5,18,1
21164,1,1.0,9.0,6.0,10.142857142857142,7.357142857142857,9.857142857142858,2011,5,18,1
21165,17,27.0,60.0,48.0,9.428571428571429,14.928571428571429,14.214285714285714,2011,5,18,1
21166,1,7.0,96.0,73.0,18.142857142857142,37.857142857142854,33.82142857142857,2011,5,18,1
21169,12,97.0,3.0,13.0,26.0,22.642857142857142,22.821428571428573,2011,5,18,1
21171,1,4.0,1.0,1.0,8.142857142857142,5.357142857142857,5.0,2011,5,18,1
21172,13,2.0,36.0,16.0,14.571428571428571,20.071428571428573,19.5,2011,5,18,1
21174,14,25.0,1.0,1.0,16.285714285714285,12.0,10.928571428571429,2011,5,18,1
21175,19,2067.0,3.0,85.0,303.57142857142856,172.07142857142858,95.75,2011,5,18,1
21179,13,3.0,15.0,4.0,6.571428571428571,6.714285714285714,6.392857142857143,2011,5,18,1
21181,32,90.0,50.0,254.0,45.857142857142854,53.857142857142854,50.32142857142857,2011,5,18,1
21198,1,2.0,2.0,48.0,6.142857142857143,10.142857142857142,23.214285714285715,2011,5,18,1
21199,12,12.0,12.0,48.0,5.0,6.214285714285714,15.0,2011,5,18,1
21209,1,1.0,12.0,2.0,8.0,6.857142857142857,8.964285714285714,2011,5,18,1
21212,116,79.0,129.0,51.0,218.28571428571428,166.71428571428572,138.03571428571428,2011,5,18,1
21213,231,6.0,51.0,1.0,169.28571428571428,121.14285714285714,86.67857142857143,2011,5,18,1
21216,4,15.0,50.0,5.0,7.285714285714286,15.071428571428571,10.607142857142858,2011,5,18,1
21217,1,2.0,2.0,2.0,4.285714285714286,7.428571428571429,5.964285714285714,2011,5,18,1
21218,7,30.0,1.0,4.0,9.0,14.5,11.142857142857142,2011,5,18,1
21224,3,1.0,20.0,2.0,11.142857142857142,10.428571428571429,9.535714285714286,2011,5,18,1
21231,2,24.0,1.0,2.0,42.57142857142857,29.5,21.714285714285715,2011,5,18,1
21232,22,73.0,12.0,2.0,50.42857142857143,39.07142857142857,48.285714285714285,2011,5,18,1
21238,12,15.0,8.0,24.0,20.428571428571427,19.357142857142858,17.821428571428573,2011,5,18,1
21239,14,7.0,2.0,15.0,19.285714285714285,17.285714285714285,14.892857142857142,2011,5,18,1
